"","short_name","Freq","long_name","TAXID","RANK","TAXPATHSN"
"315","335965.0",27,"GCF_000701765.1_ASM70176v1",1408312,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_LB2011_UnclassifiedPseudobutyrivibriosp_LB2011strain"
"390","4449524.0",27,"GCF_000142965.1_ASM14296v1",563008,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoris"
"496","denovo12698.0",27,"GCF_002201495.1_ASM220149v1",239935.2,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain"
"499","denovo12921.0",27,"GCF_000195635.1_ASM19563v1",763034,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfluxus"
"519","denovo1773.0",27,"GCF_001436965.1_ASM143696v1",1410657,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina_KandleriavitulinaDSM20405(genome0)"
"523","denovo1874.0",27,"GCF_000011065.1_ASM1106v1",226186,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesthetaiotaomicron"
"532","denovo2227.1",27,"GCF_001814145.1_ASM181414v1",1739459,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_HMSC073D09_UnclassifiedPrevotellasp_HMSC073D09strain"
"621","denovo5426.0",27,"GCF_900112885.1_IMG-taxon_2593339256_annotated_assembly",1526,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum_Unclassified[Clostridium]aminophilumstrain"
"722","denovo9794.0",27,"GCF_000760655.1_Clos_orbi_1_3_50AFAA_V1",742738,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Flavonifractor_Flavonifractorplautii"
"18","133719.0",26,"GCF_001697245.1_ASM169724v1",1121336,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]stercorarium"
"138","192598.0",26,"GCF_001454945.1_ASM145494v1",1297617,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_Intestinimonasbutyriciproducens_UnclassifiedIntestinimonasbutyriciproducensstrain"
"139","192598.1",26,"GCF_001244995.1_Intestinimonas_massiliensis",1673721,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_Intestinimonasmassiliensis_UnclassifiedIntestinimonasmassiliensisstrain"
"165","228730.1",26,"GCF_001274615.1_ASM127461v1",1403336,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis"
"203","263834.0",26,"GCF_000235445.1_John_igna_ATCC_51276_V1",679200,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_Johnsonellaignava"
"221","268084.1",26,"GCF_000371725.1_Clos_bolt_90A5_V1",997893,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae"
"235","270730.0",26,"GCF_000424445.1_ASM42444v1",689781,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_NK2B42_UnclassifiedOribacteriumsp_NK2B42strain"
"242","272949.0",26,"GCF_000218465.1_Lach_bact_2_1_58FAA_V1",658082,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium2_1_58FAA_UnclassifiedLachnospiraceaebacterium2_1_58FAAstrain"
"243","272949.1",26,"GCF_000424285.1_ASM42428v1",1280678,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_MB2005_UnclassifiedButyrivibriosp_MB2005strain"
"273","306306.0",26,"GCF_000238835.1_ASM23883v1",797515,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusparafarraginis"
"284","316381.0",26,"GCF_000765135.1_ASM76513v1",1297617.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Intestinimonas_Intestinimonasbutyriciproducens_UnclassifiedIntestinimonasbutyriciproducensstrain"
"331","355440.0",26,"GCF_000621605.1_ASM62160v1",1408306,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_MC2021_UnclassifiedButyrivibriosp_MC2021strain"
"371","4390319.0",26,"GCF_001811695.1_ASM181169v1",1739319,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_HMSC068A09_UnclassifiedBacteroidessp_HMSC068A09strain"
"398","4469576.0",26,"GCF_900142265.1_IMG-taxon_2585428190_annotated_assembly",1121323,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerotignum_Anaerotignumlactatifermentans"
"417","649107.0",26,"GCF_002222595.2_ASM222259v2",537007.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiahansenii_BlautiahanseniiDSM20583(genome1)"
"434","831301.0",26,"GCF_900106815.1_IMG-taxon_2606217761_annotated_assembly",1630,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina_UnclassifiedKandleriavitulinastrain"
"445","999986.1",26,"GCF_000318195.2_ASM31819v2",1127699,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasaccharolytica"
"680","denovo8298.1",26,"GCF_000155205.1_ASM15520v1",471875,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcuslactaris"
"170","233991.0",25,"GCF_000332875.2_ASM33287v2",649757,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipeshadrus"
"302","3265889.0",25,"GCF_000411355.1_Copr_sp_HPP0048_V1",1078091,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_Coprococcussp_HPP0048_UnclassifiedCoprococcussp_HPP0048strain"
"306","328617.0",25,"GCF_000466505.1_ASM46650v1",1321819,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidespyogenes"
"460","denovo10581.0",25,"GCF_000157935.1_ASM15793v1",537011,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellacopri"
"554","denovo2990.0",25,"GCF_900083545.1_PRJEB13794",1816676,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_Marseille-P2431_UnclassifiedAlistipessp_Marseille-P2431strain"
"603","denovo4860.0",25,"GCF_001461035.1_ASM146103v1",290052,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_Acetivibrioethanolgignens_UnclassifiedAcetivibrioethanolgignensstrain"
"723","denovo9942.1",25,"GCF_000702065.1_ASM70206v1",1410657.1,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina_KandleriavitulinaDSM20405(genome1)"
"84","179513.0",24,"GCF_900096735.1_TFUB20",28112,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain"
"146","194490.0",24,"GCF_000374505.1_ASM37450v1",1203611,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesonderdonkii"
"288","318732.0",24,"GCF_000160095.1_ASM16009v1",566550,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi"
"413","577294.0",24,"GCF_000307375.1_Para_john_CL02T12C29_V1",999419,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesjohnsonii"
"482","denovo11993.0",24,"GCF_000373705.1_ASM37370v1",1122987,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamicans"
"623","denovo5579.0",24,"GCF_000379925.1_ASM37992v1",1122973,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonaslevii"
"721","denovo9776.1",24,"GCF_000156015.1_ASM15601v1",511680,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriocrossotus"
"34","162639.0",23,"GCF_001553165.1_ASM155316v1",1588749,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumKA00676_UnclassifiedPorphyromonadaceaebacteriumKA00676strain"
"41","166911.0",23,"GCF_000191545.1_ASM19154v1",1604,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusamylovorus_UnclassifiedLactobacillusamylovorusstrain"
"51","170328.0",23,"GCF_000242195.1_Erys_bact_21_3_V1",658657,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelotrichaceaebacterium21_3_UnclassifiedErysipelotrichaceaebacterium21_3strain"
"59","173916.0",23,"GCF_900113595.1_IMG-taxon_2657245270_annotated_assembly",1855376,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumNLAE-zl-G231_UnclassifiedLachnospiraceaebacteriumNLAE-zl-G231strain"
"93","180944.0",23,"GCF_000424125.1_ASM42412v1",1280671,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_FC2001_UnclassifiedButyrivibriosp_FC2001strain"
"152","196122.0",23,"GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly",46206,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibrioruminis_UnclassifiedPseudobutyrivibrioruminisstrain"
"190","262104.0",23,"GCF_000466485.1_ASM46648v1",411472,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]symbiosum"
"206","263992.1",23,"GCF_000701645.1_ASM70164v1",1408311,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_FC2011_UnclassifiedOribacteriumsp_FC2011strain"
"230","269546.0",23,"GCF_000235505.1_Clos_hath_WAL_18680_V1",742737,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Hungatella_Hungatellahathewayi"
"287","318503.1",23,"GCF_000702145.1_ASM70214v1",1410623,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumFD2005_UnclassifiedLachnospiraceaebacteriumFD2005strain"
"299","324894.0",23,"GCF_001487105.1_Ruminococcus_phoceensis",1720300,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_AT10_UnclassifiedRuminococcussp_AT10strain"
"327","3486634.0",23,"GCF_000382465.1_Bact_sp_HPS0048_V1",1078089,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_HPS0048_UnclassifiedBacteroidessp_HPS0048strain"
"356","4340358.0",23,"GCF_001056335.1_ASM105633v1",817.2,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfragilis_UnclassifiedBacteroidesfragilisstrain"
"586","denovo4376.0",23,"GCF_000273035.1_Bact_dore_CL02T00C15_V1",997875,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesdorei"
"596","denovo4538.0",23,"GCF_900128505.1_PRJEB18032",1871013,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidestimonensis_UnclassifiedParabacteroidestimonensisstrain"
"639","denovo6432.0",23,"GCF_000512915.1_ASM51291v1",880074,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_Barnesiellaviscericola"
"39","166664.0",22,"GCF_000020605.1_ASM2060v1",515619,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_[Eubacterium]rectale"
"101","182712.0",22,"GCF_000209405.1_Lach_bact_3_1_46FAA_V1",665950,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium3_1_46FAA_UnclassifiedLachnospiraceaebacterium3_1_46FAAstrain"
"178","259993.0",22,"GCF_000155915.2_Lacto_jensenii_1153_V2",440497,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjensenii"
"255","288521.0",22,"GCF_002751085.1_ASM275108v1",1599.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussakei_UnclassifiedLactobacillussakeistrain"
"281","3154070.0",22,"GCF_000273175.1_Bact_nord_CL02T12C05_V1",997884,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesnordii"
"317","3377773.0",22,"GCF_000210615.1_ASM21061v1",717960,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Faecalitalea_Faecalitaleacylindroides"
"419","661259.0",22,"GCF_001563585.1_ASM156358v1",197614,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspasteurianus_UnclassifiedStreptococcuspasteurianusstrain"
"446","999989.0",22,"GCF_000467875.1_ASM46787v1",1235811,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotelladisiens"
"487","denovo1235.0",22,"GCF_900111325.1_IMG-taxon_2593339159_annotated_assembly",140626,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_Lachnobacteriumbovis_UnclassifiedLachnobacteriumbovisstrain"
"609","denovo5065.0",22,"GCF_001435345.1_ASM143534v1",1423794,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspontis"
"661","denovo7590.0",22,"GCF_001185345.1_ASM118534v2",658665,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_Doreasp_D27_UnclassifiedDoreasp_D27strain"
"664","denovo7759.0",22,"GCF_000020225.1_ASM2022v1",349741,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila"
"58","172640.1",21,"GCF_000373885.1_ASM37388v1",1121114,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiaproducta_BlautiaproductaATCC27340=DSM2950(genome0)"
"91","180869.0",21,"GCF_900109215.1_IMG-taxon_2654588124_annotated_assembly",1630.1,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina_UnclassifiedKandleriavitulinastrain"
"104","183606.0",21,"GCF_900096945.1_IMG-taxon_2675903067_annotated_assembly",1619234,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerobium_Anaerobiumacetethylicum_UnclassifiedAnaerobiumacetethylicumstrain"
"122","1889556.0",21,"GCF_001535605.1_ASM153560v1",46506,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesstercoris_UnclassifiedBacteroidesstercorisstrain"
"204","263834.1",21,"GCF_001552975.1_ASM155297v1",467210,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoanaerobaculum_Lachnoanaerobaculumsaburreum_UnclassifiedLachnoanaerobaculumsaburreumstrain"
"226","269058.0",21,"GCF_001831275.1_ASM183127v1",47715.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus_UnclassifiedLactobacillusrhamnosusstrain"
"227","269125.0",21,"GCF_000011045.1_ASM1104v1",568703,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusrhamnosus"
"649","denovo6968.0",21,"GCF_000162215.1_ASM16221v1",585543,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_D20_UnclassifiedBacteroidessp_D20strain"
"679","denovo8298.0",21,"GCF_000255615.2_ASM25561v3",1138384,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_Ruminiclostridiumthermocellum"
"690","denovo8733.0",21,"GCF_000159615.1_ASM15961v1",525341,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri"
"718","denovo9737.0",21,"GCF_900107785.1_IMG-taxon_2654588140_annotated_assembly",1855397,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumKH3R12_UnclassifiedPorphyromonadaceaebacteriumKH3R12strain"
"1","1033413.0",20,"GCF_000396285.1_Ente_faec_B2867_V1",1157393,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecalis"
"46","1678333.1",20,"GCF_000424585.1_ASM42458v1",1280686,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_MC2013_UnclassifiedButyrivibriosp_MC2013strain"
"54","171322.0",20,"GCF_001678855.1_ASM167885v1",626937.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_Christensenellaminuta_UnclassifiedChristensenellaminutastrain"
"94","180972.0",20,"GCF_000423925.1_ASM42392v1",1280664,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_VCD2006_UnclassifiedButyrivibriosp_VCD2006strain"
"107","184470.0",20,"GCF_000702205.1_ASM70220v1",1410661,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_Lachnospiramultipara"
"153","196664.0",20,"GCF_000162175.1_ASM16217v1",469589,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_2_1_33B_UnclassifiedBacteroidessp_2_1_33Bstrain"
"164","228730.0",20,"GCF_002754035.1_ASM275403v1",837.16,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis_UnclassifiedPorphyromonasgingivalisstrain"
"352","4334624.0",20,"GCF_000154505.1_ASM15450v1",411468,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]scindens"
"440","839152.0",20,"GCF_000396085.1_Ente_faec_B1933_V1",1157383,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecalis"
"611","denovo5088.0",20,"GCF_900106755.1_IMG-taxon_2693429916_annotated_assembly",1077285,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfaecis"
"628","denovo5786.0",20,"GCF_000224615.1_Prev_oulo_F0390_V1",702438,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaoulorum"
"646","denovo663.0",20,"GCF_000318215.2_ASM31821v2",1127696,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonascatoniae"
"705","denovo9308.0",20,"GCF_000312445.1_ASM31244v1",1204719,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Phocaeicola_Phocaeicolaabscessus"
"8","1108453.0",19,"GCF_900113415.1_IMG-taxon_2651870359_annotated_assembly",1855343,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_WCC10_UnclassifiedOribacteriumsp_WCC10strain"
"69","175613.0",19,"GCF_900109475.1_IMG-taxon_2606217762_annotated_assembly",1761780,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_ob235_UnclassifiedButyrivibriosp_ob235strain"
"76","176952.0",19,"GCF_000621865.1_ASM62186v1",1410616,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_MD2005_UnclassifiedPseudobutyrivibriosp_MD2005strain"
"90","180731.0",19,"GCF_000307435.1_Para_dist_CL09T03C24_V1",999417,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesdistasonis"
"102","182712.1",19,"GCF_000686965.1_ASM68696v1",1496722,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_AE2005_UnclassifiedButyrivibriosp_AE2005strain"
"120","188548.0",19,"GCF_000403475.2_Lach_bact_3-2_V1",1235799,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium3-2_UnclassifiedLachnospiraceaebacterium3-2strain"
"247","275984.0",19,"GCF_000209465.1_Lach_bact_F0167_V1",575593,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacteriumoraltaxon500"
"407","521982.1",19,"GCF_000311925.1_ASM31192v1",1118061,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipesobesi_UnclassifiedAlistipesobesistrain"
"424","70830.0",19,"GCF_000539515.1_Stap_aure_LAMC0001_V1",1409467,"strain","Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcusaureus"
"466","denovo10697.1",19,"GCF_000318095.2_ASM31809v2",1035197,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_Prevotellasp_oraltaxon473"
"485","denovo12305.0",19,"GCF_000379965.1_ASM37996v1",1122988,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellananceiensis"
"70","1756274.0",18,"GCF_000391985.1_Ente_faec_9731349-1_V1",1157431,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_Enterococcusfaecium"
"137","192316.1",18,"GCF_002754115.1_ASM275411v1",837.1,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis_UnclassifiedPorphyromonasgingivalisstrain"
"160","1995182.0",18,"GCF_000934625.1_ASM93462v1",1579,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusacidophilus_UnclassifiedLactobacillusacidophilusstrain"
"282","315496.0",18,"GCF_000711825.1_ASM71182v1",1121296,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum"
"323","344525.0",18,"GCF_000403155.2_Bact_thet_dnLKV9_V1",1235785,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesthetaiotaomicron"
"330","354971.0",18,"GCF_001188985.1_ASM118898v1",1589,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluspentosus_UnclassifiedLactobacilluspentosusstrain"
"370","4387250.0",18,"GCF_000381365.1_Bact_saly_DSM_18765_V1",1121101,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessalyersiae"
"392","4449984.1",18,"GCF_900103115.1_IMG-taxon_2654588126_annotated_assembly",1630.2,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina_UnclassifiedKandleriavitulinastrain"
"512","denovo159.0",18,"GCF_000723745.2_PRJEB6027_Urmite",239935.4,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain"
"585","denovo4276.0",18,"GCF_000473955.1__oprFasNSB1",1349822,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Coprobacter_Coprobacterfastidiosus"
"606","denovo4974.0",18,"GCF_900114235.1_IMG-taxon_2636415975_annotated_assembly",258723,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Marinilactibacillus_Marinilactibacilluspiezotolerans_UnclassifiedMarinilactibacilluspiezotoleransstrain"
"5","1106006.0",17,"GCF_900109655.1_IMG-taxon_2651870358_annotated_assembly",1264.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcusalbus_UnclassifiedRuminococcusalbusstrain"
"167","229455.1",17,"GCF_001697285.1_ASM169728v1",1346611,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]stercorarium"
"180","260456.0",17,"GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly",168384,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantiaformatexigens_UnclassifiedMarvinbryantiaformatexigensstrain"
"224","268844.0",17,"GCF_900101325.1_IMG-taxon_2596583543_annotated_assembly",1520804,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_AR14_UnclassifiedPseudobutyrivibriosp_AR14strain"
"248","276236.0",17,"GCF_000384195.1_ASM38419v1",1050201,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Allobaculum_Allobaculumstercoricanis"
"296","321902.0",17,"GCF_000622025.1_ASM62202v1",1410621,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumAD3010_UnclassifiedLachnospiraceaebacteriumAD3010strain"
"303","3265889.1",17,"GCF_000154425.1_ASM15442v1",411474,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Coprococcus_Coprococcuseutactus"
